University,Province,City,Tri-Council,Example Department,Faculty,Department,Program,Website,Contact Emails,,Emailed to Obtain,Emailed to Confirm,Domestic Tuition,Ancillary Fees,Total Domestic Fees,OOP Tuition,OOP Waiver,International Tuition,Int Ancillary Fees,Total Int Fees,Int Waiver,Guaranteed Funding,Years Guaranteed,Gross Stipend,Net Stipend,Gross Stipend International,Net Stipend Int,Gross Stipend OOP,Net Stipend OOP,Hours TAing,Hours RAing,Date of collection,Academic Year of Stipend,Tuition Get / 2,Tuition Parse / 2,Stipend Get / 3,Stipend Complete / 3,Notes,Tuition Data,Stipend Data,MBM Threshold 2020,MBM Threshold 2024,Rental Costs,Rental costs per year,Notes on Thresholds ,Net domestic - MBM Threshold (2024) ,Net domestic - MBM Threshold - Rent/year,Net domestic - MBM Threshold - Rent/year w/ 3 roommates (split 4 ways),Total Expenses,Operating Grant,Endowment
,,,,,,,PhD,https://umanitoba.ca/explore/programs-of-study/biological-sciences-phd,biograd@umanitoba.ca,Program inquiries,TRUE,FALSE,8860.32,1673.37,10533.69,,,8860.32,3049.37,11909.69,,,,,,,,,,,,45411,,,,,,,,,,,1416,16992,,-26881.86,-43873.86,-31129.86,959,424,936
,,,NSERC,Physics,Science,Physics & Astronomy,MSc,https://umanitoba.ca/explore/programs-of-study/physics-msc,Gerald Gwinner,Gerald.Gwinner@umanitoba.ca,FALSE,FALSE,6459.88,1701.37,8161.25,,,13548.24,3077.37,16625.61,,Yes,,22650,14489,22650,6024,,,0,,45379,2023/2024,0,0.5,1,1,,https://umanitoba.ca/registrar/tuition-fees/graduate,https://umanitoba.ca/science/student-experience/financial-aid-awards/physics-and-astronomy,,,1416,16992,,-12393.11,-29385.11,-16641.11,959,424,936
,,,,,,,PhD,None,,,FALSE,FALSE,6459.88,1701.37,8161.25,,,6459.88,3077.37,9537.25,,Yes,,24000,15839,24000,14463,,,0,,45379,2023/2024,0,0.5,1,1,,https://umanitoba.ca/registrar/tuition-fees/graduate,https://umanitoba.ca/science/student-experience/financial-aid-awards/physics-and-astronomy,,,1416,16992,,-11043.11,-28035.11,-15291.11,959,424,936
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Brunswick,NB,Fredericton,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,https://www.unb.ca/fredericton/science/depts/biology/graduate/index.html,biodogs@unb.ca,"Shawn MacLellan, Director of Graduate Studies",TRUE,FALSE,,,0,,,,,0,,Yes,2,13500,,,,,,2 units - emailed to clarify,,45411,Emailed for 2023-24 (24-25 posted),1,1.5,3,0,"AW: Funding is ""subject to availability"", so maybe not actually guaranteed. Howeer, the assistance is the base amount of $13500 plus tuition and incidental fees, reflected in the formula in this row. Tuition posted is for 2024-25 academic year, so I have emailed to request 2023-24 data. ",https://www.unb.ca/finance/financial-services/graduate/index.html,,22606,26754.04,,,"Fredericton, NB",-26754.04,-26754.04,-26754.04,354,128,238
,,,,,,,PhD,https://www.unb.ca/fredericton/science/depts/biology/graduate/index.html,biodogs@unb.ca,"Shawn MacLellan, Director of Graduate Studies",TRUE,FALSE,,,0,,,,,0,,Yes,4,13500,,,,,,2 units - emailed to clarify,,45411,Emailed for 2023-24 (24-25 posted),1,1.5,3,0,"AW: Funding is ""subject to availability"", so maybe not actually guaranteed. Howeer, the assistance is the base amount of $13500 plus tuition and incidental fees, reflected in the formula in this row. Tuition posted is for 2024-25 academic year, so I have emailed to request 2023-24 data. ",https://www.unb.ca/finance/financial-services/graduate/index.html,,,,,,,-26754.04,-26754.04,-26754.04,354,128,238
,,,NSERC,Physics,Science,Department of Physics,MSc,,,,FALSE,FALSE,8001,1568.5,9569.5,,,14325,2233.1,16558.1,,Yes,2,16000,6431,16000,-558,,,,,45379,Not specified,1,1.5,3,0,,https://www.unb.ca/finance/_assets/documents/financial-services/new/fred_gr_research_ft_new.pdf,https://www.unb.ca/fredericton/science/depts/physics/graduate/funding.html,,,,,,-20323.54,-20323.54,-20323.54,354,128,238
,,,,,,,PhD,,,,FALSE,FALSE,8001,1568.5,9569.5,,,14325,2233.1,16558.1,,Yes,4,17000,7431,17000,442,,,,,45379,Not specified,1,1.5,3,0,,https://www.unb.ca/finance/_assets/documents/financial-services/new/fred_gr_research_ft_new.pdf,https://www.unb.ca/fredericton/science/depts/physics/graduate/funding.html,,,,,,-19323.54,-19323.54,-19323.54,354,128,238
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memorial,NL,St. John's,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,https://www.mun.ca/become/graduate/programs-and-courses/biology/,biogradsec@mun.ca,,FALSE,FALSE,2859,834,3693,3717,,4833,901,5734,,Yes,2,17500,13807,17500,11766,17500,12949,,,45448,2023/2024,1,1,1,1,,https://www.mun.ca/become/graduate/programs-and-courses/biology/,,21477,25417.88,955,11460,"St. Johns, NL ",-11610.88,-23070.88,-14475.88,661,406,159
,,,,,,,PhD,https://www.mun.ca/become/graduate/programs-and-courses/biology/,biogradsec@mun.ca,,FALSE,FALSE,2664,834,3498,3462,,4497,901,5398,,Yes,4,19000,15502,19000,13602,19000,14704,,,45448,2023/2024,1,1,1,1,,https://www.mun.ca/become/graduate/programs-and-courses/biology/,,,,955,11460,,-9915.88,-21375.88,-12780.88,661,406,159
,,,NSERC,Physics,Science,Physics and Physical Oceanography,MSc,https://www.mun.ca/physics/,Physics-GO@mun.ca,,FALSE,FALSE,2859,834,3693,3717,,4833,901,5734,,Yes,2,20466,16773,20866,15132,,15915,?,,45379,2023/2024,1,1,3,1,"AF: There's two sets of numbers on the website, one from 4 years ago. I grabbed the ones which are listed under the ""current"" student page, but the basic financial tab on the website is out of date.",https://www.mun.ca/finance/graduate-student-tuition-and-fees/,https://www.mun.ca/physics/graduate-students/graduate-scholarships-and-fellowships/,,,955,11460,,-8644.88,-20104.88,-11509.88,661,406,159
,,,,,,,PhD,https://www.mun.ca/physics/,,,FALSE,FALSE,2664,834,3498,3462,,4497,901,5398,,Yes,4,22066,18568,22066,16668,,17770,?,,45379,2023/2024,1,1,3,1,"AF: One Graduate tuition was done incorrectly initially (by me, whoops), so i have updated as of 24-5-24. They have an odd way of presenting the graduate pay, which seems nice but is actually not. They provide a Program fee, great for an MSc, but their idea of a PhD is 3 years.",https://www.mun.ca/undergrad/money-matters/,https://www.mun.ca/physics/graduate-students/graduate-scholarships-and-fellowships/,,,955,11460,,-6849.88,-18309.88,-9714.88,661,406,159
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie,NS,Halifax,NSERC,Biological Sciences - Ecology,Science,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,23264,27532.78,1925,23100,"Halifax, NS",-27532.78,-50632.78,-33307.78,825,229,681
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1925,23100,,-27532.78,-50632.78,-33307.78,825,229,681
,,,NSERC,Physics,Science,Physics & Atmospheric Science,MSc,https://www.dal.ca/faculty/science/physics/programs/GraduateStudents.html,,,FALSE,FALSE,10864,2127.99,12991.99,,,18630,2868.73,21498.73,,No,,,,,,,,,,45394,,0,0,2,0,The tuition tables are horribly complictated (and maybe even misslabeled?) ,https://cdn.dal.ca/content/dam/dalhousie/pdf/admissions/MoneyMatters/Grad%202024-2025.pdf?_gl=1*z066q9*_ga*MjMwMzg4MDIxLjE3MTI5NTQ5NjM.*_ga_H7TPVP0V0F*MTcxMjk1NTE4OS4xLjAuMTcxMjk1NTE4OS4wLjAuMA..,https://cdn.dal.ca/content/dam/dalhousie/pdf/academics/Graduate%20programs/Medical%20Physics/Grad%20Student%20Handbook-2020-2021.pdf,,,1925,23100,,-27532.78,-50632.78,-33307.78,825,229,681
,,,,,,,PhD,,,,FALSE,FALSE,7053,2127.99,9180.99,,,7053,2868.73,9921.73,,No,,,,,,,,,,45394,,0,0,2,0,"For Dalhousie there is a ""Departmental funding would normally be provided for two years to an MSc student
and four years to a PhD student."", but because it's just - normally- there's no minimum. Sourced from graduate handbook",https://cdn.dal.ca/content/dam/dalhousie/pdf/admissions/MoneyMatters/PhD%202024-2025.pdf?_gl=1*c4mk7s*_ga*MjMwMzg4MDIxLjE3MTI5NTQ5NjM.*_ga_H7TPVP0V0F*MTcxMjk1NTE4OS4xLjAuMTcxMjk1NTE5My4wLjAuMA..,https://cdn.dal.ca/content/dam/dalhousie/pdf/academics/Graduate%20programs/Medical%20Physics/Grad%20Student%20Handbook-2020-2021.pdf,,,1925,23100,,-27532.78,-50632.78,-33307.78,825,229,681
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guelph,ON,Guelph,NSERC,Biological Sciences - Ecology,Science,Department of Integrative Biology,MSc,https://www.uoguelph.ca/ib/grad_program_overview,,,FALSE,FALSE,4755.06,1484.24,6239.3,,,13675.08,2240.24,15915.32,,Yes,2,21460,15220.7,21460,5544.68,,,140,,45338,2022,2,1.5,2,2,International students pay additional health fee.,https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/Ec8jBdQ56m5Bih3a_8GAN9MBG2nJQnKyyqGOxTfoU_Gm4A?e=h1Htrn&activeCell=%272023%27!A1&action=embedview (Domestic) https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/ES-kzd15FPhDu-DFiIjzxVAB27VJh9m1yixTjaqq7dYQcg?e=fYm962&activeCell=%272023%27!A1&action=embedview (international),https://adr-cbs.uoguelph.ca/system/files/CBS%20%20Minimum%20Stipends%20MASTER%20FILE%20MSC%20August%2022%2C%202023.pdf,22170,26238.04,2053,24636,"Guelph Ont, 135,474 population",-11017.34,-35653.34,-17176.34,912,280,445
,,,,,,,PhD,https://www.uoguelph.ca/ib/grad_program_overview,,,FALSE,FALSE,4661.38,1484.24,6145.62,,,13120.54,2240.24,15360.78,,Yes,4,25460,19314.38,25460,10099.22,,,140,,45338,2022,2,1.5,2,2,International students pay additional health fee.,https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/Ec8jBdQ56m5Bih3a_8GAN9MBG2nJQnKyyqGOxTfoU_Gm4A?e=h1Htrn&activeCell=%272023%27!A1&action=embedview (Domestic) https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/ES-kzd15FPhDu-DFiIjzxVAB27VJh9m1yixTjaqq7dYQcg?e=fYm962&activeCell=%272023%27!A1&action=embedview (international),https://adr-cbs.uoguelph.ca/system/files/CBS%20%20Minimum%20Stipends%20MASTER%20FILE%20PhD%20August%2022%2C%202023.pdf,,,2053,24636,,-6923.66,-31559.66,-13082.66,912,280,445
,,,NSERC,Physics,Science,Physics,MSc,https://www.physics.uoguelph.ca/,epoisson@uoguelph.ca,Grad Program Coordinator,TRUE,FALSE,4755.06,1484.24,6239.3,,,13675.08,2240.24,15915.32,,Yes,2,28377,22138,37297,21382,,,140,,,,1,2,0,0,"Tried on 2024-2-16 to get information about the minimum stipend, but cannot find it on the website. ""For international students, the GRA amount is increased to cover the tuitional differential. """,https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/Ec8jBdQ56m5Bih3a_8GAN9MBG2nJQnKyyqGOxTfoU_Gm4A?e=h1Htrn&activeCell=%272023%27!A1&action=embedview (Domestic) https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/ES-kzd15FPhDu-DFiIjzxVAB27VJh9m1yixTjaqq7dYQcg?e=fYm962&activeCell=%272023%27!A1&action=embedview (international),,,,2053,24636,,-4100.42,-28736.42,-10259.42,912,280,445
,,,,,,,PhD,https://www.physics.uoguelph.ca/,epoisson@uoguelph.ca,Grad Program Coordinator,TRUE,FALSE,4661.38,1484.24,6145.62,,,13120.54,2240.24,15360.78,,Yes,4,30602,24456,39061,23700,,,140,,,,1,2,0,0,"Tried on 2024-2-16 to get information about the minimum stipend, but cannot find it on the website.",https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/Ec8jBdQ56m5Bih3a_8GAN9MBG2nJQnKyyqGOxTfoU_Gm4A?e=h1Htrn&activeCell=%272023%27!A1&action=embedview (Domestic) https://uoguelphca-my.sharepoint.com/:x:/g/personal/sfscomm_uoguelph_ca/ES-kzd15FPhDu-DFiIjzxVAB27VJh9m1yixTjaqq7dYQcg?e=fYm962&activeCell=%272023%27!A1&action=embedview (international),,,,2053,24636,,-1781.74,-26417.74,-7940.74,912,280,445
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMaster,ON,Hamilton,NSERC,Biological Sciences - Ecology,Science,Department of Biology,MSc,https://gs.mcmaster.ca/program/biology/,,,FALSE,FALSE,2102.4,1090.66,3193.06,,,5698.74,1090.66,6789.4,,,2,27339,24145.94,27339,20549.6,,,,,,,1,1,2,1,"Somewhat unclear on if TAs are required or not. There's discussion of ""If a teaching assistantship is not available, the student may be supported by other sources depending on the availability of funds."" this seems to imply that a TA is required and if not given to student they might not meet a minimum? ",https://registrar.mcmaster.ca/fees/graduate/#tab-00,https://biology.mcmaster.ca/graduate/grad-guide/,22472,26595.45,1806,21672,hamilton,-2449.51,-24121.51,-7867.51,1256,284,909
,,,,,,,PhD,https://gs.mcmaster.ca/program/biology/,,,FALSE,FALSE,2102.4,1090.66,3193.06,,,2102.4,1090.66,3193.06,,,4,30327,27133.94,30327,27133.94,,,,,,,1,1,2,1,,https://registrar.mcmaster.ca/fees/graduate/#tab-00,https://biology.mcmaster.ca/graduate/grad-guide/,,,1806,21672,,538.49,-21133.51,-4879.51,1256,284,909
,,,NSERC,Physics,Science,Physics and Astronomy,MSc,https://physics.mcmaster.ca/,,,TRUE,FALSE,2102.4,1090.66,3193.06,,,5698.74,1090.66,6789.4,,yes,,,,,,,,,,,,,,,,,,,,,1806,21672,,-26595.45,-48267.45,-32013.45,1256,284,909
,,,,,,,PhD,https://physics.mcmaster.ca/,,,TRUE,FALSE,2102.4,1090.66,3193.06,,,2102.4,1090.66,3193.06,,yes,,,,,,,,,,,,,,,,,,,,,1806,21672,,-26595.45,-48267.45,-32013.45,1256,284,909
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queen's,ON,Kingston,NSERC,Biological Sciences - Ecology,Science,Biology Department,MSc,https://biology.queensu.ca/,,,FALSE,FALSE,5772.99,1482.8,7255.79,,,12927.45,2238.8,15166.25,,Yes,2,24300,17044.21,,9133.75,,,,,,2022-2023,1,1.5,2,2,,https://www.queensu.ca/registrar/tuition-fees/graduate,https://biology.queensu.ca/default/assets/File/Biology%20Guide%20to%20Graduate%20Studies%20Jan%202024%20for%20old%20website.docx,22170,26238.04,1798,21576,"Kingston, Ont 136685 pop",-9193.83,-30769.83,-14587.83,1110,431,1448
,,,,,,,PhD,https://biology.queensu.ca/,,,FALSE,FALSE,5772.99,1482.8,7255.79,,,5772.99,2238.8,8011.79,,Yes,4,25800,18544.21,,17788.21,,,,,,2022-2023,1,1.5,2,2,,https://www.queensu.ca/registrar/tuition-fees/graduate,https://biology.queensu.ca/default/assets/File/Biology%20Guide%20to%20Graduate%20Studies%20Jan%202024%20for%20old%20website.docx,,,1798,21576,,-7693.83,-29269.83,-13087.83,1110,431,1448
,,,NSERC,Physics,Science,"Physics, Engineering Physics & Astronomy",MSc,https://www.queensu.ca/physics/,,,FALSE,FALSE,5772.99,1482.8,7255.79,,,12927.45,2238.8,15166.25,,Yes,2,26642,19386,,11476,,,,,,,1,1.5,3,2,,https://www.queensu.ca/registrar/tuition-fees/graduate,https://www.queensu.ca/physics/grad-studies/msc-degree-overview,,,1798,21576,,-6851.83,-28427.83,-12245.83,1110,431,1448
,,,,,,,PhD,https://www.queensu.ca/physics/,,,FALSE,FALSE,5772.99,1482.8,7255.79,,,5772.99,2238.8,8011.79,,Yes,4,27842,20586,,19830,,,,,,,1,1.5,3,2,,https://www.queensu.ca/registrar/tuition-fees/graduate,https://www.queensu.ca/physics/grad-studies/phd-degree-overview,,,1798,21576,,-5651.83,-27227.83,-11045.83,1110,431,1448
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,NSERC,Engineering - Civil,Engineering,,MEng,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western,ON,London,NSERC,Biological Sciences - Ecology,Science,Department of Biology ,MSc,uwo.ca/biology ,biogradrequests@uwo.ca,Sarah Abbas,FALSE,FALSE,6360,991.55,7351.55,,,19751.28,991.55,20742.83,,Yes,2,26091.46,18740,37921.46,17179,,,280,,45448,45405,1,1.5,1,3,One of the clearest pages for funding I've come across - this has improved drastically since I was a grad student at Western! Western also has an Affordability Calculator: https://grad.uwo.ca/finances/affordability_calculator.cfm ,,https://uwo.ca/biology/graduate/future-students/financial-support.html,22170,26238.04,1782,21384,London Ont 404699,-7498.13,-28882.13,-12844.13,1323,268,1142
,,,,,,,PhD,uwo.ca/biology ,biogradrequests@uwo.ca,Sarah Abbas,FALSE,FALSE,6360,991.55,7351.55,,,6360,991.55,7351.55,,Yes,4,26091.46,18740,26091.46,18740,,,280,,45448,45405,1,1.5,1,3,,,https://uwo.ca/biology/graduate/future-students/financial-support.html,,,1782,21384,,-7498.13,-28882.13,-12844.13,1323,268,1142
,,,NSERC,Physics,Science,Physics and Astronomy,MSc,https://www.physics.uwo.ca/,"Email (Graduate and Academic Information Requests): Brian Davis, bdavis66@uwo.ca ",,FALSE,FALSE,6360,991.55,7351.55,,,26353.55,991.55,27345.1,,Yes,2,18741,11389,28612,1267,,,,,45394,,1,1.5,3,3,"Another unclear sheet of tuition/fee structures. It appears that there's a single year charge for international students, then a per-term tuition cost.",https://www.registrar.uwo.ca/student_finances/fees_refunds/pdfsfeeschedule/Grad%20Fees%20-%20Winter%202022%20FT%20INTL.pdf,,,,1782,21384,,-14848.59,-36232.59,-20194.59,1323,268,1142
,,,,,,,PhD,https://www.physics.uwo.ca/,,,FALSE,FALSE,6360,991.55,7351.55,,,9521.55,991.55,10513.1,,Yes,4,18741,11389,28612,18099,,,,,45394,,1,1.5,3,3,The graduate handbook appears to be nearly a decade out of date? should contact them.,,,,,1782,21384,,-14848.59,-36232.59,-20194.59,1323,268,1142
,,,SSHRC,Political Science,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SSHRC,History,Social Science / Arts / Humanties,,MA,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CIHR,Medical Science - Biochemistry & Molecular Biology,Medicine,,MSc,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,PhD,,,,FALSE,FALSE,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
